nAcid,ALogP,ALogp2,AMR,apol,nAtom,nHeavyAtom,nH,nC,nN,nO,nS,nF,nCl,nBr,nI,nX,ATS0m,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS0v,ATS2v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS0e,ATS2e,ATS3e,ATS4e,ATS5e,ATS6e,ATS7e,ATS8e,ATS0p,ATS1p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,ATS0i,ATS4i,ATS6i,ATS8i,AATS0m,AATS1m,AATS2m,AATS3m,AATS4m,AATS5m,AATS6m,AATS7m,AATS8m,AATS0v,AATS1v,AATS2v,AATS3v,AATS4v,AATS5v,AATS6v,AATS7v,AATS8v,AATS0e,AATS1e,AATS2e,AATS3e,AATS4e,AATS5e,AATS6e,AATS7e,AATS8e,AATS0p,AATS1p,AATS2p,AATS3p,AATS4p,AATS5p,AATS6p,AATS7p,AATS8p,AATS0i,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,AATS6i,AATS7i,AATS8i,ATSC0c,ATSC1c,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC6c,ATSC7c,ATSC8c,ATSC0m,ATSC1m,ATSC2m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC7m,ATSC8m,ATSC0v,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC6v,ATSC7v,ATSC8v,ATSC0e,ATSC1e,ATSC2e,ATSC3e,ATSC4e,ATSC5e,ATSC6e,ATSC7e,ATSC8e,ATSC0p,ATSC1p,ATSC2p,ATSC3p,ATSC4p,ATSC5p,ATSC6p,ATSC7p,ATSC8p,ATSC0i,ATSC1i,ATSC2i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,AATSC0m,AATSC1m,AATSC2m,AATSC3m,AATSC4m,AATSC5m,AATSC6m,AATSC7m,AATSC8m,AATSC0v,AATSC1v,AATSC2v,AATSC3v,AATSC4v,AATSC5v,AATSC6v,AATSC7v,AATSC8v,AATSC0e,AATSC2e,AATSC4e,AATSC6e,AATSC7e,AATSC8e,AATSC0p,AATSC1p,AATSC2p,AATSC3p,AATSC4p,AATSC5p,AATSC6p,AATSC7p,AATSC8p,AATSC0i,AATSC1i,AATSC2i,AATSC3i,AATSC4i,AATSC5i,AATSC6i,AATSC7i,AATSC8i,MATS1c,MATS2c,MATS3c,MATS4c,MATS5c,MATS6c,MATS7c,MATS8c,MATS1m,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS3v,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS6e,MATS7e,MATS8e,MATS1p,MATS2p,MATS3p,MATS4p,MATS5p,MATS6p,MATS7p,MATS8p,MATS1i,MATS2i,MATS3i,MATS4i,MATS5i,MATS6i,MATS7i,MATS8i,GATS1c,GATS2c,GATS3c,GATS4c,GATS5c,GATS6c,GATS7c,GATS8c,GATS1m,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS1v,GATS2v,GATS3v,GATS4v,GATS5v,GATS6v,GATS7v,GATS8v,GATS1e,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS6p,GATS7p,GATS8p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS6i,GATS7i,GATS8i,nBase,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBondsS,nBondsS3,nBondsD,nBondsT,nBondsM,bpol,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,Mv,Mpe,Mare,Mp,CrippenLogP,CrippenMR,SpMax_Dt,SpMAD_Dt,VE1_Dt,VE3_Dt,VR1_Dt,VR3_Dt,ECCEN,FMF,fragC,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,HybRatio,IC0,IC1,IC2,IC3,IC4,IC5,TIC0,TIC1,TIC2,TIC3,TIC5,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,BIC1,BIC2,BIC3,BIC4,BIC5,MIC0,MIC1,MIC2,MIC3,MIC4,ZMIC0,ZMIC1,ZMIC2,ZMIC3,ZMIC4,ZMIC5,Kier1,Kier2,Kier3,nAtomLC,nAtomP,nAtomLAC,MLogP,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLFER_A,MLFER_BH,MLFER_S,MLFER_E,MLFER_L,MPC2,MPC3,MPC4,MPC5,MPC6,MPC7,MPC9,MPC10,TPC,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,PetitjeanNumber,nRing,n3Ring,n4Ring,n5Ring,n6Ring,nFRing,nF9Ring,nF10Ring,nFG12Ring,nTRing,nHeteroRing,n6HeteroRing,nF10HeteroRing,nRotB,RotBFrac,nRotBt,RotBtFrac,topoRadius,topoDiameter,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,GGI9,GGI10,JGI1,JGI2,JGT,SpMax_D,SpDiam_D,SpMAD_D,VE1_D,VE3_D,VR3_D,TopoPSA,VABC,VAdjMat,MWC2,MWC4,MWC7,MWC10,SRW5,MW,AMW,WTPT-2,WTPT-3,WTPT-5,WPATH,WPOL,XLogP
0,0.3663,0.13417569,138.9887,70.095825,59,34,25,24,6,3,0,0,1,0,0,1,6689.523301,6483.164318,9200.37908,10223.21768,9176.655608,8592.482528,7603.085207,6965.092985,7172.021582,13554.52758,23668.59865,25756.00574,24175.03125,21567.10137,19229.57698,18108.98671,462.274573,832.109932,1065.706102,1099.899362,1125.104364,1036.44845,896.934458,825.466804,91.99093462,112.0725957,192.1227804,191.5239033,182.9973552,162.3738018,139.5553385,126.3907166,9657.959509,22875.69153,22268.10481,17305.45019,113.3817509,104.5671664,87.6226579,75.72753839,64.62433527,58.85262005,56.31914968,60.04390504,69.6312775,229.7377556,267.3890735,225.4152253,199.1442308,181.3803221,165.5824059,159.7563064,165.7722154,175.8154049,7.835162254,7.885982935,7.924856495,7.894119274,7.745770155,7.706194274,7.677395926,7.732193603,8.014240816,1.559168383,1.807622512,1.555922407,1.423131706,1.348759882,1.253406542,1.202768902,1.203063263,1.227094336,163.694229,149.4159592,158.5168535,161.7439793,161.0964192,164.5636957,164.9489246,164.2138582,168.0140795,0.823428581,-0.295163644,-0.187066707,0.229443559,-0.31143128,-0.036277423,0.315775753,0.043005629,-0.278593041,2768.916721,123.1089943,55.54122497,-362.9436042,-818.7305641,-565.8662239,-59.94971888,502.4256963,178.5313997,2883.652804,-120.1388257,121.8402925,-314.2074899,-1205.925212,-517.8364417,-94.33597239,290.9009281,726.8174375,4.712996305,0.127720646,-0.45635456,-0.109469461,-0.885845361,0.813299126,1.107278793,-0.356481634,-1.991159397,13.76591227,-1.377509991,1.024552844,0.211511116,-4.91407781,-3.433619448,-2.378539362,0.335131338,4.489480754,92.64583304,-16.08333511,-6.309047466,20.18905406,-29.63789786,-9.990889916,-2.984958404,-24.12551995,2.800309688,46.93079188,1.98562894,0.528964047,-2.688471142,-5.765708198,-3.875796054,-0.444071992,4.331256002,1.73331456,48.87547126,-1.937722995,1.160383738,-2.327462888,-8.49243107,-3.546824943,-0.698784981,2.507766621,7.056479976,0.079881293,-0.004346234,-0.006238348,0.008202065,-0.003073118,-0.019331645,0.233320547,-0.022217903,0.009757646,0.001566749,-0.034606182,-0.023517941,-0.01761881,0.002889063,0.043587192,1.570268357,-0.259408631,-0.060086166,0.149548549,-0.208717591,-0.068430753,-0.022110803,-0.20797862,0.027187473,-0.341112197,-0.127653662,0.121777815,-0.157144781,-0.017803675,0.16759887,0.026563995,-0.193802384,0.042309726,0.011271151,-0.057285868,-0.122855549,-0.082585354,-0.009462274,0.092290282,0.036933418,-0.047620265,0.025788396,-0.054408657,-0.010151124,-0.078095226,0.06973525,0.102678172,-0.038471054,-0.242004653,-0.095224803,0.041820775,0.006715007,-0.148320335,-0.100796701,-0.075513324,0.012382378,0.186812488,-0.16520019,-0.038264903,0.095237574,-0.132918421,-0.043579018,-0.014080907,-0.13244782,0.017313902,1.327123008,1.311846659,0.987359166,1.051920827,0.841854891,0.801638689,1.13808897,1.454220388,0.630327937,0.77942568,0.97263571,1.091012819,1.183508795,1.048207688,0.739818109,0.890465704,0.959883031,0.883853306,0.977053921,1.147779964,1.068709941,1.018309802,0.922035311,0.754854793,0.691602498,0.977901289,1.01449318,0.971061198,0.820768817,0.825340633,1.086363094,1.616600589,1.05976697,0.877716768,0.932302285,1.125460191,1.092943711,1.05875705,0.917824456,0.698213546,1.389039973,1.184688411,0.980667084,1.152949061,1.017998539,0.956920881,1.082991089,0.978067532,2,11.98837832,34.96885417,-0.352306913,0.311186499,4.737267239,10.48335071,51,26,11,0,11,38.182175,0,4,13,1,5,0,0,0,0.653489528,0.983183782,0.994915254,0.689493809,2.91766,136.4687,383.6120749,22.56541617,0.029809288,-11.94397987,444.6880592,20.73106836,1168,0.491525424,247.1,9,9,7,9,1,1,0.25,1.706369028,3.621986353,4.527148669,5.157983939,5.395272075,5.36137377,100.6757726,213.6971948,267.1017715,304.3210524,316.3210524,0.290068429,0.615707314,0.769577319,0.876814027,0.91715102,0.911388593,4.176274021,2.260656696,1.355494381,0.72465911,0.487370975,0.52126928,0.585151698,0.731385619,0.833300506,0.871635702,0.866159245,18.54139619,36.52860718,43.52847825,46.02733033,46.63909135,110.1606643,60.83221262,38.369708,30.7071449,28.63313022,30.08089542,27.04601899,13.5168,7.75,6,12,2,3.0,0.0,1.56357044,0.777344079,0.0,19.35925285,20.3069874,0.0,3.16682527,0.0,0.2,0.19245009,0.0,0,0.0,0.0,1.10520945,2.117011816,0.793700526,-0.152,2.361,3.393,2.972,16.453,50,64,78,98,99,109,130,146,962,3.891820298,4.356708827,4.828313737,5.220355825,5.669880923,5.736572297,5.910796644,6.056784013,6.32256524,6.580639137,8.050703381,3.258835759,0.476190476,4,0,0,0,4,0,0,0,0,4,2,2,0,8,0.216216216,10,0.27027027,11,21,6.5,4.0,1.8125,1.52,1.076388889,0.786122449,0.411458333,0.324263039,0.25375,0.2392613,0.175675676,0.08,0.436279395,262.6773437,403.7968215,15.45160845,0.171374068,-5.997282369,28.25957033,89.84,430.9955183,6.087462841,5.164785974,6.853299093,9.412219428,11.99014673,0.0,480.1676663,8.138435023,2.046246108,30.08131094,19.64557374,4294,52,3.17
0,1.9731,3.89312361,88.141,45.928481,40,23,17,17,2,1,0,3,0,0,0,3,4200.941216,4045.79414,6404.741251,6103.052,5166.13032,4104.623436,3840.621997,3992.215507,3367.386902,8962.362126,16000.41917,16209.59771,13697.2008,11949.86536,10844.18648,8907.247427,324.157648,554.235936,688.774588,774.704008,689.969636,505.500664,496.794088,483.934752,58.96367038,74.84224724,125.5031303,118.5001185,103.4001037,88.86963009,76.97009611,61.66510563,6817.697429,16492.21429,10740.02754,10509.72395,105.0235304,98.67790584,92.82233697,68.57361798,52.18313454,45.10575204,56.47973524,62.3783673,56.12311503,224.0590531,272.0546243,231.8901329,198.3687607,163.7333102,150.5186901,175.7333141,169.4404138,148.4541238,8.1039412,7.852932195,8.03240487,7.739040315,7.82529301,7.582083912,7.433833294,7.762407625,8.0655792,1.47409176,1.825420664,1.581678765,1.410147531,1.196970894,1.136264876,1.306906325,1.202657752,1.02775176,170.4424357,149.3907143,158.64375,157.9815158,166.5880231,168.1169942,157.9415815,162.8888205,175.1620659,0.669104744,-0.435074216,0.036672081,0.240218295,-0.177646502,-0.092758709,0.065195033,0.081482469,-0.041753606,1603.505999,-18.70345594,375.4772125,-153.3764541,-779.9867911,299.2285021,397.5593632,161.6113966,-93.11280842,1927.763455,131.9570508,-15.61446338,-510.8059496,-633.3295836,829.4415632,-28.76003897,-404.2173806,103.626611,6.1293244,-0.33361471,4.63495641,0.16239841,-2.18452949,-0.68570821,0.95369692,-0.17014184,-1.9390338,9.683042505,0.75223992,0.990747044,-2.746008661,-1.959113532,3.968177392,-1.764919886,-4.02698337,-0.122342922,121.162462,3.800594845,64.39379364,-24.81283516,-19.05725189,18.92992961,-23.62678437,-58.38955341,-28.41418123,40.08764998,-0.456181852,5.441698731,-1.723330944,-7.878654455,3.288225298,5.846461223,2.525178073,-1.55188014,48.19408637,3.218464654,-0.226296571,-5.739392692,-6.397268521,9.114742453,-0.42294175,-6.315896573,1.727110183,0.15323311,0.067173281,-0.022065954,0.014024955,-0.002658466,-0.03231723,0.242076063,0.018347315,0.014358653,-0.03085403,-0.019789026,0.043606345,-0.025954704,-0.062921615,-0.002039049,3.029061551,0.092697435,0.933243386,-0.278795901,-0.192497494,0.208021205,-0.347452711,-0.912336772,-0.473569687,-0.634373996,0.03177257,0.161354825,-0.10727224,-0.060936736,0.05731542,0.076111466,-0.041601465,-0.011379611,0.135745017,-0.042989074,-0.196535703,0.082025893,0.145841954,0.062991422,-0.038712175,-0.119089148,-0.053101736,0.438373151,0.011908009,-0.144002523,-0.04917511,0.091526921,-0.017349163,-0.210902396,0.07579153,0.059314633,-0.127455931,-0.081747139,0.18013489,-0.107217145,-0.259924978,-0.008423174,0.030602691,0.308096541,-0.092040355,-0.063550209,0.068675133,-0.114706389,-0.301194531,-0.156342048,1.82103966,0.829139519,0.77614088,0.957635805,0.664948884,0.574635578,0.896174382,1.060484836,0.704787765,0.697571868,0.874000154,1.14927173,0.901846373,0.705200332,0.858469465,1.128379358,0.917975783,0.978262382,1.120563062,1.116519739,0.85578158,1.083086095,1.131176617,0.911382487,0.586884878,0.381954416,0.601659521,0.99992273,0.777221711,0.360426894,0.772062018,1.425737982,0.987138913,0.980489845,1.1156528,1.038739671,0.778210184,1.107517802,1.221854773,0.944349836,0.905997931,0.731071685,0.873642433,0.941271415,0.691022064,0.773166838,1.098101778,1.221090997,1,11.99739124,19.00125777,-0.302400573,0.436783616,3.525320612,9.784585324,34,17,7,0,7,23.151519,0,1,8,4,3,1,0,0,0.644398163,1.002058824,1.0184,0.664647919,2.88909,84.0851,169.0281991,14.69810427,0.036280319,-7.627903689,197.4922571,12.15710857,510,0.3,70.06,3,6,5,3,2,3,0.235294118,1.678712492,3.396439345,3.93418372,4.43418372,4.78418372,4.83418372,67.14849969,135.8575738,157.3673488,177.3673488,193.3673488,0.31543314,0.63819715,0.7392403,0.833191212,0.898956851,0.908351942,3.643215603,1.92548875,1.387744375,0.887744375,0.537744375,0.487744375,0.608140045,0.704424375,0.793950491,0.856618772,0.865571384,17.30336293,31.08506638,34.37506237,38.17662737,39.07897488,74.09017082,48.98185652,40.30723623,31.68390947,29.42636699,29.26027059,19.32638889,8.392733564,5.785667324,7,12,3,2.67,0.0,1.376270357,1.454474575,0.083333333,11.80217891,16.65130671,2.063340959,3.491883992,1.141218837,0.0,0.0,0.0,0,0.333333333,0.0,0.0,0.0,0.0,0.387,1.171,1.861,1.695,10.701,34,39,42,52,58,64,64,72,530,3.465735903,3.970291914,4.418840608,4.795790546,5.327876169,5.560681631,5.937536205,6.079933195,6.415096959,6.741700695,8.02059915,5.739622642,0.5,2,0,0,0,2,0,0,0,0,2,0,0,0,6,0.25,11,0.458333333,7,14,6.5,3.555555556,1.125,0.764444444,0.916666667,0.567346939,0.274305556,0.213655833,0.2125,0.111519233,0.270833333,0.104575163,0.587291221,129.1463851,201.8796306,11.23012045,0.106702678,-5.146730744,13.11558406,55.12,286.6064927,5.523561956,4.762173935,6.431331082,8.959440144,11.52446859,0.0,322.1292978,8.053232446,1.984467131,14.86752616,5.350200726,1428,33,2.179
0,1.6326,2.66538276,86.8948,40.51393,31,21,10,16,1,3,0,0,1,0,0,1,4539.189128,3962.230844,5924.60425,6182.007762,5642.240693,4376.584204,4559.54216,3716.75934,3645.762206,8483.565335,14611.58954,12920.55079,11115.50417,10174.75678,9179.214133,8006.087879,250.165305,413.751844,533.084612,515.479232,413.801318,354.704976,344.206388,288.794738,56.96054105,68.04973109,107.036826,88.47733071,75.48917116,67.01807039,63.03181461,57.30629974,4813.639566,10036.28565,6596.549288,5548.716903,146.4254557,120.0676013,113.9346971,92.26877257,89.55937608,85.81537655,106.0358642,88.49427,101.2711724,273.6633979,309.4182069,280.9921066,231.4772857,205.0881078,217.9510622,236.6222507,218.5527174,222.39133,8.069848548,7.885003818,7.956766231,7.956486746,8.182210032,8.113751333,8.24895293,8.19539019,8.022076056,1.837436808,2.062113063,1.90506135,1.597564567,1.404402075,1.480179827,1.558559777,1.500757491,1.59184166,155.2786957,142.1564584,144.8354979,152.6369324,159.3061215,156.5321556,153.408123,157.2908284,154.1310251,0.534906412,-0.318440035,0.16099774,-0.309194337,0.326084157,-0.173485039,0.159969135,-0.147997075,0.053609154,1641.573512,7.713330524,-2.989022945,-345.6922554,109.6817293,-361.5960556,26.57124786,-251.9259423,7.30526086,1442.296851,48.21618197,-359.2816532,-389.2908397,45.03125813,131.1233154,-211.9427556,90.2098832,-139.5006378,3.262880194,-0.194785883,0.966693159,-0.922471418,1.329876832,-1.532699673,-0.512181204,-1.737602391,0.544281904,7.709831189,0.084913756,-1.607000965,-3.133522784,0.681256952,0.346165819,-1.516237434,2.176641517,-0.902329433,44.47248133,0.088302723,-12.66351946,-20.31063978,9.597728051,2.470583237,-10.78777847,8.36182231,5.116479819,52.95398425,0.233737289,-0.05748121,-5.159585901,1.740979831,-7.090118737,0.617935997,-5.998236722,0.202923913,46.52570486,1.461096423,-6.909262561,-5.810311041,0.714781875,2.571045401,-4.928901293,2.147854362,-3.875017718,0.1052542,0.018590253,0.021109156,-0.011911191,-0.041371486,0.015118942,0.248704232,0.002573144,-0.030903865,-0.046768997,0.010813602,0.006787565,-0.035261336,0.051824798,-0.025064706,1.434596172,0.00267584,-0.24352922,-0.303143877,0.15234489,0.048442809,-0.250878569,0.199091007,0.142124439,-0.55923921,0.179432177,-0.267448778,0.299966696,-0.19714045,0.215601427,-0.204215044,0.086301897,0.00441397,-0.001085494,-0.097435273,0.032877221,-0.133892073,0.011669301,-0.113272624,0.00383208,-0.124883891,-0.056079497,0.176622435,-0.130809318,0.20055405,-0.285527179,-0.113165943,-0.393062563,0.143642171,0.010346202,-0.124259505,-0.188050667,0.043479768,0.027291715,-0.1417802,0.208379237,-0.100781182,0.001865222,-0.169754545,-0.211309554,0.10619357,0.033767557,-0.174877484,0.138778432,0.099069301,1.476763314,0.716917507,1.290369404,0.983091949,1.520415244,1.14211901,1.337568583,0.654233767,0.520437306,0.635331055,1.000938902,0.897757678,1.101579959,0.812978012,1.011614965,1.254170541,0.730376582,0.951407902,1.054143948,0.943232295,0.902558859,0.961314943,0.878795844,1.084605669,0.669591492,0.572279375,1.044269866,1.021579984,1.489636187,1.364866982,1.685008017,0.903902838,0.776404387,0.953302439,1.11796722,0.915944778,0.949809171,1.049109389,0.750640449,1.14467153,0.987987037,1.141299407,1.198347793,0.927944365,0.936242319,1.15037853,0.853117182,0.817204191,0,11.85,34.96885358,-0.274954336,0.30329648,4.917643989,9.813408447,24,14,9,0,9,15.84407,0,2,12,2,0,0,0,0,0.732334058,1.00341556,1.011612903,0.754760093,3.93237,82.5597,194.8917449,18.56111856,0.158884037,-3.863119409,139.6069272,10.3715447,390,0.580645161,109.05,4,4,3,4,1,1,0.0,1.664707006,2.984562439,3.775830987,4.800812843,4.889680181,4.95419631,51.60591717,92.5214356,117.0507606,148.8251981,153.5800856,0.336019588,0.602431202,0.762148036,0.969039687,0.986977478,1.0,3.289489305,1.969633872,1.178365323,0.153383468,0.064516129,-8.88e-16,0.55348419,0.700224169,0.890306053,0.906786414,0.918750868,19.48207933,34.01236788,43.76532689,47.63501958,47.01540973,64.20509355,49.84616752,33.14795404,25.10989507,25.75472863,24.61116877,15.87901701,7.05078125,3.854848305,3,20,0,2.67,0.0,0.0,0.0,0.0,8.615845503,17.19427279,0.0,7.075080953,0.0,0.25,0.707106781,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.008,1.048,3.249,2.266,12.632,32,41,53,66,66,67,74,66,582,3.496507561,4.025351691,4.553876892,5.036952602,5.533389489,5.676753802,5.872117789,6.177944114,6.350885717,6.34738921,7.964155719,4.939862543,0.454545455,3,0,0,0,3,1,0,1,0,4,1,1,1,3,0.130434783,4,0.173913043,6,11,4.5,2.222222222,1.5,1.408888889,0.659722222,0.325714286,0.267361111,0.114890401,0.0825,0.032955821,0.195652174,0.069444444,0.44889685,93.89590365,141.8872071,8.942467014,0.111537148,-4.60613492,11.03911975,55.4,255.2732164,5.392317423,4.709530201,6.421622268,9.015662793,11.6393202,0.0,299.0349209,9.64628777,2.045470537,13.81057644,3.060250171,956,32,1.607
0,2.0138,4.05539044,81.0497,38.897723,32,21,11,15,2,3,0,1,0,0,0,1,3696.373944,3672.415778,5072.973981,4919.15922,3985.724718,3523.837952,3135.308891,2989.629972,2700.420913,8007.519398,13230.73566,11388.35877,9468.399861,8417.688221,7868.977668,7556.085311,263.469264,405.72254,524.197844,509.47868,411.768344,340.282008,322.433696,284.16048,51.38410295,63.2473454,93.66739715,79.2890698,65.17589883,56.41451019,53.42517768,52.39908163,5218.397456,10449.43565,6769.079603,5670.660118,115.5116858,111.2853266,99.47007805,74.53271545,62.27694871,67.76611445,74.6502117,74.74074929,75.01169204,250.2349812,290.4724,259.4261893,207.1117946,177.9431058,182.0846127,200.4211481,196.7244417,209.8912587,8.2334145,7.976809576,7.955343922,7.942391576,7.960604375,7.918622,8.101952571,8.0608424,7.893346667,1.605753217,1.916586224,1.735256447,1.419202987,1.238891716,1.25338267,1.343202624,1.335629442,1.455530045,163.0749205,147.4890428,148.5935493,158.9532812,163.2724321,161.5494128,161.168562,162.2365198,157.5183366,0.362774413,-0.211495903,0.111464554,-0.058067976,-0.095863073,0.196855367,-0.10448751,-0.043198024,-0.069623016,1135.556335,27.82752588,-86.047956,-365.2215402,-285.9669811,279.5635341,-227.9201163,48.09768672,-51.04924176,1433.645861,47.76905662,-505.8004484,-441.075916,-143.2011392,336.2875941,-100.6135212,179.2087799,-66.12840554,4.3921795,0.576371391,1.013827922,-1.232660219,-1.60188675,-0.214924938,-1.334425844,0.175059625,0.133724812,7.326868501,0.675668242,-2.524363219,-2.267872094,-0.714321213,0.975344576,-0.432285475,1.152720564,0.01691432,71.52130884,6.493271071,-22.3185275,-15.81242377,-3.385794997,4.625798978,-5.83413578,5.85965508,7.156459385,35.48613548,0.84325836,-1.687214824,-5.5336597,-4.468234079,5.376221811,-5.426669436,1.202442168,-1.418034493,44.80143316,1.44754717,-9.91765585,-6.682968424,-2.2375178,6.467069117,-2.395560027,4.480219497,-1.836900154,0.137255609,0.019878979,-0.02502948,-0.031772044,0.004376491,0.003714578,0.228964641,0.020474795,-0.049497318,-0.034361698,-0.011161269,0.018756626,-0.010292511,0.028818014,0.00047,2.235040901,0.19676579,-0.437618186,-0.239582178,-0.052903047,0.088957673,-0.138907995,0.146491377,0.198790538,-0.565329111,0.192787974,-0.077607926,-0.13212491,0.333931391,-0.219446379,-0.095261457,-0.170593965,0.023763037,-0.047545747,-0.15593864,-0.125914925,0.151502037,-0.152923652,0.033884844,-0.03996024,-0.14916863,0.127250171,0.144831814,-0.13607218,-0.182356704,-0.030112954,-0.231480841,0.031885696,0.027063215,0.089423394,-0.216178873,-0.150074257,-0.048746693,0.081919315,-0.044952405,0.12586229,0.00205203,0.088036774,-0.195798737,-0.107193644,-0.023669834,0.039801362,-0.062150091,0.065543041,0.088942685,1.41202402,0.699821225,1.028311148,1.148187613,0.879284203,1.567940271,1.09908809,0.92827751,0.605653694,0.758147101,1.071559575,1.162652764,0.897133598,1.119161941,0.972905744,0.967854161,0.82400899,1.12076064,1.122683897,1.074464476,0.912561466,1.009387204,0.897209398,1.051437562,0.430094803,0.508957591,0.947529567,1.096404836,0.905667002,1.191987529,0.919877523,0.784537798,0.858791746,1.186026708,1.114875656,1.014205263,0.895124229,0.992889786,0.841740088,0.997398779,0.872860986,1.135987324,1.094093571,0.89039284,0.672347487,0.961034127,0.83073103,0.849397224,0,11.85,18.99840678,-0.275282937,0.228156899,3.679287718,9.154959095,24,13,9,0,9,16.102277,0,1,13,1,0,0,0,0,0.696466626,1.015073529,1.0305,0.702614577,3.89607,81.4577,154.6411278,14.72772646,0.071569541,-5.537879979,355.0883757,12.33197008,470,0.5,64.06,2,5,4,5,1,1,0.0,1.76837518,2.861294941,3.500807236,4.351409766,4.8125,4.6875,56.58800576,91.5614381,112.0258315,139.2451125,150.0,0.353675036,0.572258988,0.700161447,0.870281953,0.9625,0.9375,3.23162482,2.138705059,1.499192764,0.648590234,0.1875,0.3125,0.530624352,0.649221283,0.806964692,0.892473425,0.869292297,18.2726518,30.44582056,38.1199681,41.98457835,43.13628757,64.53091156,50.02032292,36.13185048,28.0542293,25.5625,26.875,17.3553719,8.585017836,5.950413223,5,20,3,2.45,0.0,0.0,0.0,0.0,11.41645583,15.04135637,0.0,2.110543133,0.0,0.550321208,0.0,0.0,0,0.0,0.0,0.0,0.125,0.0,-0.004,0.406,2.277,1.918,10.645,29,33,37,45,40,38,34,32,365,3.465735903,3.951243719,4.406719247,4.787491743,5.293304825,5.332718793,5.564520407,5.638354669,5.899897354,5.855071922,7.580699752,5.367123288,0.5,2,0,0,0,2,0,0,0,0,2,0,0,0,5,0.227272727,7,0.318181818,7,14,5.0,2.222222222,0.875,1.004444444,0.5,0.344489796,0.208333333,0.114890401,0.1025,0.115498419,0.227272727,0.076628352,0.494575318,112.1352443,175.8744106,10.67954708,0.001576263,-13.55066622,10.95001624,72.24,252.1869417,5.392317423,4.634728988,6.251903883,8.696677393,11.15906085,0.0,286.0753704,8.939855326,1.999088814,15.96350196,6.071162671,1138,27,1.64
